"Gene","lfc","padj","Stage","Significant","Regulation"
"BAX",-0.325387316957659,0.554509506481392,"Early",FALSE,"None"
"SMAD3",-0.271088841642089,0.509659252054535,"Early",FALSE,"None"
"CCRL2",-0.464869349533071,0.554509506481392,"Early",FALSE,"None"
"CD53",-0.32110155620248,0.584507233659102,"Early",FALSE,"None"
"TBK1",-0.302470227562746,0.543229121059369,"Early",FALSE,"None"
"EOMES",-0.272844813062408,0.509659252054535,"Early",FALSE,"None"
"PSMB10",0.274491929499085,0.547179391599739,"Early",FALSE,"None"
"MAX",0.306413559975013,0.610767454226977,"Early",FALSE,"None"
"FCGR2A",-0.409700436148585,0.608201328705148,"Early",FALSE,"None"
"CFP",-0.348112648312005,0.602895529297258,"Early",FALSE,"None"
"GTF3C1",0.184529318999363,0.392152228595849,"Early",FALSE,"None"
"LILRA1",-0.326498375047356,0.543229121059369,"Early",FALSE,"None"
"C3AR1",0.22544038164817,0.403953356117111,"Early",FALSE,"None"
"NFIL3",-0.317420529282975,0.564417099072339,"Early",FALSE,"None"
"UBB",0.318536859722972,0.694788777296556,"Early",FALSE,"None"
"NFKB1",-0.263776507032947,0.604510542518953,"Early",FALSE,"None"
"LILRB4",0.189753480522178,0.403953356117111,"Early",FALSE,"None"
"IL6ST",-0.261865022067822,0.604510542518953,"Early",FALSE,"None"
"PLCB1",-0.215838361359268,0.470781623079822,"Early",FALSE,"None"
"CD46",-0.294208372404533,0.622516540449997,"Early",FALSE,"None"
"OAZ1",0.417216495463787,0.697283845325082,"Early",FALSE,"None"
"RNASEL",0.208594397385515,0.437879041466176,"Early",FALSE,"None"
"MAFG",-0.219546200861844,0.543229121059369,"Early",FALSE,"None"
"PRDM1",-0.278238594763476,0.610767454226977,"Early",FALSE,"None"
"HSH2D",0.33370379085844,0.544363107511604,"Early",FALSE,"None"
"ITGB2",-0.286569013074104,0.610767454226977,"Early",FALSE,"None"
"LGALS3",-0.3263242097813,0.641938237818872,"Early",FALSE,"None"
"CD74",0.205701071444164,0.663507906137856,"Early",FALSE,"None"
"CD40LG",-0.271575186662245,0.604510542518953,"Early",FALSE,"None"
"IL29",0.258358003232741,0.509659252054535,"Early",FALSE,"None"
"CD69",0.240480741184714,0.509659252054535,"Early",FALSE,"None"
"CD99",0.251273642688869,0.645179872505579,"Early",FALSE,"None"
"TUBB",-0.306824693898941,0.630777734134721,"Early",FALSE,"None"
"IKBKAP",-0.23994222361885,0.604510542518953,"Early",FALSE,"None"
"PTPN22",-0.289304749419316,0.592001597394303,"Early",FALSE,"None"
"IRF1",-0.357016343851116,0.643621135616102,"Early",FALSE,"None"
"GNAS",0.284042292895036,0.663507906137856,"Early",FALSE,"None"
"ATF2",-0.207596285980504,0.623637232983197,"Early",FALSE,"None"
"CD7",-0.269322148708479,0.630777734134721,"Early",FALSE,"None"
"ATG5",-0.199818700566368,0.623637232983197,"Early",FALSE,"None"
"MAPKAPK2",-0.216567608379231,0.63728755907119,"Early",FALSE,"None"
"IKZF2",-0.313432509370037,0.608201328705148,"Early",FALSE,"None"
"IL7R",-0.311294621558298,0.679106580122456,"Early",FALSE,"None"
"RAC1",-0.277647743292599,0.645179872505579,"Early",FALSE,"None"
"FLT3LG",-0.235027979048709,0.645179872505579,"Early",FALSE,"None"
"FEZ1",0.177935816694993,0.457037513445259,"Early",FALSE,"None"
"CCR1",-0.261684459114663,0.608201328705148,"Early",FALSE,"None"
"CASP8",-0.280710812071609,0.663507906137856,"Early",FALSE,"None"
"GZMH",0.298497247365873,0.697283845325082,"Early",FALSE,"None"
"NOD2",-0.234321450107791,0.645179872505579,"Early",FALSE,"None"
"MAP2K6",-0.216026394371279,0.63073116083891,"Early",FALSE,"None"
"TGFB1",0.228914270205349,0.679106580122456,"Early",FALSE,"None"
"ATG12",-0.277245215569463,0.663507906137856,"Early",FALSE,"None"
"S100A9",-0.408156085784888,0.713623050930752,"Early",FALSE,"None"
"FCGR2B",0.243883624710575,0.610767454226977,"Early",FALSE,"None"
"PSMB7",-0.26169729204903,0.678268232640216,"Early",FALSE,"None"
"KLRC1",-0.325462398463164,0.623637232983197,"Early",FALSE,"None"
"BCL2L1",0.353576625423047,0.705886639348719,"Early",FALSE,"None"
"HLA-DQA1",-0.408677039597963,0.663507906137856,"Early",FALSE,"None"
"S100A8",-0.313379294941532,0.697283845325082,"Early",FALSE,"None"
"RPS6KA5",-0.235451094296414,0.663507906137856,"Early",FALSE,"None"
"SIGLEC1",0.18704134389805,0.481446985950985,"Early",FALSE,"None"
"BCL2",-0.266040981492745,0.663507906137856,"Early",FALSE,"None"
"CD36",-0.439865611091617,0.645179872505579,"Early",FALSE,"None"
"CLU",0.303092547908573,0.705886639348719,"Early",FALSE,"None"
"ITGA4",-0.243280277549063,0.705886639348719,"Early",FALSE,"None"
"IFNGR2",-0.263563520470617,0.692226375990242,"Early",FALSE,"None"
"IKZF1",-0.248445323560722,0.697283845325082,"Early",FALSE,"None"
"BATF3",0.179843419422983,0.501980877855697,"Early",FALSE,"None"
"MYD88",-0.222629866271062,0.684341507232297,"Early",FALSE,"None"
"ANP32B",-0.232641892365917,0.697283845325082,"Early",FALSE,"None"
"IRF5",0.198743734500254,0.592001361399563,"Early",FALSE,"None"
"BIRC2",-0.21475294446924,0.697283845325082,"Early",FALSE,"None"
"S1PR1",-0.236426375222708,0.701284628943543,"Early",FALSE,"None"
"JUN",0.205497352496613,0.554509506481392,"Early",FALSE,"None"
"BID",-0.215794268593061,0.697283845325082,"Early",FALSE,"None"
"CD274",0.334924172973965,0.705886639348719,"Early",FALSE,"None"
"EIF2A",-0.205769242814165,0.705886639348719,"Early",FALSE,"None"
"KLRD1",-0.316991222267871,0.713623050930752,"Early",FALSE,"None"
"CD38",0.247841133787764,0.697283845325082,"Early",FALSE,"None"
"LILRA2",-0.455125519944483,0.697283845325082,"Early",FALSE,"None"
"PPBP",0.212721624201601,0.772308698099151,"Early",FALSE,"None"
"HMGB2",-0.23710937878209,0.697283845325082,"Early",FALSE,"None"
"IFITM1",0.230662059308642,0.754038771332221,"Early",FALSE,"None"
"CFD",-0.250418451941087,0.720121820276414,"Early",FALSE,"None"
"FN1",-0.245981379664446,0.720121820276414,"Early",FALSE,"None"
"ICAM3",-0.228698766922582,0.697283845325082,"Early",FALSE,"None"
"IRAK2",0.150735000617694,0.554509506481392,"Early",FALSE,"None"
"C14orf166",0.180543278998929,0.725843082053052,"Early",FALSE,"None"
"NFKBIA",-0.234835680631427,0.720121820276414,"Early",FALSE,"None"
"CD9",0.221842590115873,0.753589041466604,"Early",FALSE,"None"
"KLRK1",-0.299995528149767,0.725843082053052,"Early",FALSE,"None"
"B2M",0.124441048492557,0.800778343321501,"Early",FALSE,"None"
"C5",0.273377645625422,0.755427506192914,"Early",FALSE,"None"
"MAP2K4",0.186369940859537,0.748609626103064,"Early",FALSE,"None"
"ARHGDIB",-0.190197917849693,0.755427506192914,"Early",FALSE,"None"
"CSF2RB",-0.253389388902258,0.697283845325082,"Early",FALSE,"None"
"HLA-DRB1",0.182659522653564,0.755427506192914,"Early",FALSE,"None"
"ALAS1",-0.16477952737064,0.663507906137856,"Early",FALSE,"None"
"FCGR3",-0.248696712947602,0.713623050930752,"Early",FALSE,"None"
"CD97",-0.216167758975526,0.720121820276414,"Early",FALSE,"None"
"AHR",-0.248292971160179,0.697283845325082,"Early",FALSE,"None"
"MAPKAPK5",-0.180006050434931,0.705886639348719,"Early",FALSE,"None"
"IFNA2",0.16600272612603,0.554509506481392,"Early",FALSE,"None"
"C9",0.197790277578473,0.56352670669101,"Early",FALSE,"None"
"BCAP31",-0.180308062823306,0.720121820276414,"Early",FALSE,"None"
"TP53",0.167235858440881,0.602895529297258,"Early",FALSE,"None"
"CEBPB",-0.237890927723784,0.725843082053052,"Early",FALSE,"None"
"AKT3",0.217484207107157,0.780781385994787,"Early",FALSE,"None"
"FCER1G",-0.18796810013553,0.755427506192914,"Early",FALSE,"None"
"GUSB",-0.175614255233433,0.63728755907119,"Early",FALSE,"None"
"SELL",-0.198935274785248,0.79300285010971,"Early",FALSE,"None"
"IKZF3",-0.246159417835635,0.739106756083347,"Early",FALSE,"None"
"MAP4K4",0.277585531301295,0.774299867671589,"Early",FALSE,"None"
"CDC42",0.154005213395664,0.79300285010971,"Early",FALSE,"None"
"TNFRSF14",0.142396803948885,0.564417099072339,"Early",FALSE,"None"
"CD14",-0.240284943302155,0.721928894641095,"Early",FALSE,"None"
"LILRA6",0.147563859424515,0.562804490451441,"Early",FALSE,"None"
"CD24",-0.273835814970679,0.705886639348719,"Early",FALSE,"None"
"CFL1",-0.184648993485739,0.774299867671589,"Early",FALSE,"None"
"FOXJ1",0.152318626583257,0.56352670669101,"Early",FALSE,"None"
"GRB2",-0.156815786310526,0.753589041466604,"Early",FALSE,"None"
"LTBR",0.156953118267552,0.564417099072339,"Early",FALSE,"None"
"CD96",-0.226769028717976,0.752595743288337,"Early",FALSE,"None"
"C1QBP",-0.205288896014856,0.739106756083347,"Early",FALSE,"None"
"GZMA",-0.310062166994335,0.725843082053052,"Early",FALSE,"None"
"MRC1",0.175625740994898,0.592001597394303,"Early",FALSE,"None"
"IRF3",-0.168241271913478,0.758409584423432,"Early",FALSE,"None"
"CLEC7A",0.211993716162215,0.772184372243449,"Early",FALSE,"None"
"ILF3",-0.17816914408814,0.746038812642481,"Early",FALSE,"None"
"TGFB3",0.151223265173288,0.584504909980779,"Early",FALSE,"None"
"PRKCB",-0.140387473799482,0.780781385994787,"Early",FALSE,"None"
"CD59",-0.147493479197314,0.780781385994787,"Early",FALSE,"None"
"IL7",-0.224196741740055,0.744150215141113,"Early",FALSE,"None"
"SIGIRR",-0.188007971581851,0.720121820276414,"Early",FALSE,"None"
"HLA-B",0.141735057758693,0.834758205249315,"Early",FALSE,"None"
"IFI16",0.209802027795407,0.79300285010971,"Early",FALSE,"None"
"LAIR1",-0.174597362294124,0.772308698099151,"Early",FALSE,"None"
"CD47",0.134883318943849,0.79300285010971,"Early",FALSE,"None"
"CIITA",-0.208198131954614,0.746038812642481,"Early",FALSE,"None"
"HIF1A",-0.190631733333575,0.758409584423432,"Early",FALSE,"None"
"IRF4",-0.175225389412672,0.753589041466604,"Early",FALSE,"None"
"HMGB1",0.0401814948509696,0.963079998420614,"Early",FALSE,"None"
"BST2",0.190500784523733,0.755427506192914,"Early",FALSE,"None"
"IL12A",0.149156262570615,0.600589842620408,"Early",FALSE,"None"
"PTPRC",-0.132001464521812,0.851852333087867,"Early",FALSE,"None"
"TNFAIP3",0.197428558375078,0.755427506192914,"Early",FALSE,"None"
"CCR7",-0.17202311253924,0.697283845325082,"Early",FALSE,"None"
"CSF1R",-0.236938378378321,0.752619928358598,"Early",FALSE,"None"
"HLA-C",-0.18251665965597,0.739106756083347,"Early",FALSE,"None"
"SKI",-0.167988642078125,0.645179872505579,"Early",FALSE,"None"
"TNFSF10",0.184811958623873,0.630777734134721,"Early",FALSE,"None"
"LAG3",0.185785953986406,0.605599944945903,"Early",FALSE,"None"
"IRAK4",-0.157101659872646,0.753589041466604,"Early",FALSE,"None"
"PDCD2",0.175934449869287,0.623637232983197,"Early",FALSE,"None"
"GZMB",0.163037919263601,0.858748930933274,"Early",FALSE,"None"
"NFE2L2",0.148110950121797,0.79300285010971,"Early",FALSE,"None"
"XCR1",0.162351780925866,0.610767454226977,"Early",FALSE,"None"
"PSMC2",0.152282421172204,0.79300285010971,"Early",FALSE,"None"
"CD68",0.152218916982415,0.772308698099151,"Early",FALSE,"None"
"CD80",0.177152680650785,0.610767454226977,"Early",FALSE,"None"
"CD79A",-0.243790865815965,0.720121820276414,"Early",FALSE,"None"
"IRF8",0.162720905907669,0.725843082053052,"Early",FALSE,"None"
"CD55",0.0968272497892428,0.8781940498964,"Early",FALSE,"None"
"CD48",-0.113002531136617,0.835466969755212,"Early",FALSE,"None"
"CD244",-0.194708246668825,0.731659107364509,"Early",FALSE,"None"
"STAT6",-0.137992914614529,0.768162993472796,"Early",FALSE,"None"
"HLA-DOB",0.202875126086521,0.645179872505579,"Early",FALSE,"None"
"CASP10",-0.157869547184432,0.768162993472796,"Early",FALSE,"None"
"GPI",-0.159584902881758,0.79300285010971,"Early",FALSE,"None"
"CTSS",0.104239311124058,0.8668509266035,"Early",FALSE,"None"
"MCL1",-0.109715958676414,0.870042221592446,"Early",FALSE,"None"
"IL12B",0.17305657836329,0.629729178246573,"Early",FALSE,"None"
"CD6",-0.159016708229487,0.79300285010971,"Early",FALSE,"None"
"JAK3",-0.185202312263089,0.688528537734617,"Early",FALSE,"None"
"SLAMF1",-0.172338175226817,0.752619928358598,"Early",FALSE,"None"
"CXCL11",0.196419343433628,0.610767454226977,"Early",FALSE,"None"
"ITGB1",0.111915696202175,0.834758205249315,"Early",FALSE,"None"
"IL1RN",0.222493257393048,0.739106756083347,"Early",FALSE,"None"
"ENTPD1",0.158605596388849,0.630777734134721,"Early",FALSE,"None"
"CHUK",-0.137274795994649,0.751487855468293,"Early",FALSE,"None"
"RARRES3",-0.146188561584294,0.800778343321501,"Early",FALSE,"None"
"PRF1",-0.172203085022515,0.820382663625242,"Early",FALSE,"None"
"GZMK",-0.161575894607259,0.851852333087867,"Early",FALSE,"None"
"CSF1",0.171614508202261,0.663507906137856,"Early",FALSE,"None"
"ZEB1",-0.154922991687011,0.697283845325082,"Early",FALSE,"None"
"TGFBI",-0.165870366483581,0.79300285010971,"Early",FALSE,"None"
"LCP2",-0.107117885273416,0.857899432799957,"Early",FALSE,"None"
"FYN",-0.125499927809379,0.835987933244998,"Early",FALSE,"None"
"MAP3K9",0.137344144455589,0.623637232983197,"Early",FALSE,"None"
"HLA-DRA",0.0188433042318188,0.979282406704431,"Early",FALSE,"None"
"XCL1",-0.183207284765706,0.697283845325082,"Early",FALSE,"None"
"ETS1",-0.103970804900882,0.8668509266035,"Early",FALSE,"None"
"PTPN2",0.124550030793928,0.79300285010971,"Early",FALSE,"None"
"SELE",0.16349562457868,0.622516540449997,"Early",FALSE,"None"
"PSMB9",0.135076868415659,0.834758205249315,"Early",FALSE,"None"
"CD27",-0.171243585234763,0.720121820276414,"Early",FALSE,"None"
"PPIA",0.00353052580203794,0.996321733261222,"Early",FALSE,"None"
"ICAM4",0.212303550114559,0.79300285010971,"Early",FALSE,"None"
"JAK1",-0.0846658635005486,0.857899432799957,"Early",FALSE,"None"
"BCL2L11",-0.144595435454036,0.780644341942661,"Early",FALSE,"None"
"TBXA2R",0.132023143587484,0.623637232983197,"Early",FALSE,"None"
"HLA-DMA",-0.131118439555106,0.834758205249315,"Early",FALSE,"None"
"NFATC3",-0.0959981627704831,0.857899432799957,"Early",FALSE,"None"
"CD2",-0.153219352931298,0.79300285010971,"Early",FALSE,"None"
"EWSR1",0.0841069001446719,0.872662221749789,"Early",FALSE,"None"
"PYCARD",-0.115603143549261,0.814824784577165,"Early",FALSE,"None"
"MYL2",0.132529432582349,0.630777734134721,"Early",FALSE,"None"
"F13A1",0.0844338968503919,0.878247217548497,"Early",FALSE,"None"
"GPR183",-0.124914237383669,0.834758205249315,"Early",FALSE,"None"
"CD86",-0.132980483909042,0.755427506192914,"Early",FALSE,"None"
"IL8",-0.167764698287138,0.8735226922652,"Early",FALSE,"None"
"THBS1",0.101022794838613,0.8735226922652,"Early",FALSE,"None"
"CD3E",0.0888509937320503,0.878247217548497,"Early",FALSE,"None"
"GNB1",-0.0653284254765865,0.890643347212192,"Early",FALSE,"None"
"SHC1",0.121455373680711,0.784892516535091,"Early",FALSE,"None"
"KLRC3",-0.142263912907193,0.804394248332879,"Early",FALSE,"None"
"TAPBP",-0.0922740210985893,0.8668509266035,"Early",FALSE,"None"
"IL23R",0.13382074547092,0.630777734134721,"Early",FALSE,"None"
"GFI1",0.138775536573827,0.641938237818872,"Early",FALSE,"None"
