"Gene","lfc","padj","Stage","Significant","Regulation"
"IL-23",0.919579485415919,4.7947472864582e-05,"Late",FALSE,"None"
"P-selectin",1.47606736807594,6.01478373279476e-05,"Late",TRUE,"Up"
"sCD40L",1.93064496860063,6.80223890646897e-05,"Late",TRUE,"Up"
"OPN",1.1860290244541,6.80223890646897e-05,"Late",TRUE,"Up"
"RANTES",2.17311216968045,9.57675707673295e-05,"Late",TRUE,"Up"
"MPO",-0.789008263826258,0.000298482433675107,"Late",FALSE,"None"
"NGAL",0.596537258859996,0.000323569703990602,"Late",FALSE,"None"
"Factor IX",1.1720522224961,0.00409480696757857,"Late",TRUE,"Up"
"PD-L1",1.41043152394995,0.0116987524946273,"Late",TRUE,"Up"
"IFN-β",1.04950122900699,0.01320121544462,"Late",TRUE,"Up"
"Antithrombin",-0.266163939712936,0.0133380154836484,"Late",FALSE,"None"
"IL-17A",0.294972204316283,0.0219563074101078,"Late",FALSE,"None"
"TNF-α",-0.535239064111879,0.0219563074101078,"Late",FALSE,"None"
"GM-CSF",0.509232061435623,0.0326769962210521,"Late",FALSE,"None"
"IL-10",0.44762446092236,0.0344238567135968,"Late",FALSE,"None"
"Fibrinogen",0.289944058249546,0.0597177527513954,"Late",FALSE,"None"
"IL-6",0.456158540004989,0.0608509350889883,"Late",FALSE,"None"
"MRP8/14",0.671491132578751,0.0640460545111071,"Late",FALSE,"None"
"sCD25",-0.743261325455849,0.065265525695503,"Late",FALSE,"None"
"TIM-3",-0.852425377506193,0.0797037788445635,"Late",FALSE,"None"
"SAA",-0.435763654367825,0.165461038771042,"Late",FALSE,"None"
"4-1BB",-0.561442151964772,0.175972837040497,"Late",FALSE,"None"
"CTLA-4",-0.787807091708357,0.175972837040497,"Late",FALSE,"None"
"IL-1β",0.475001879761342,0.175972837040497,"Late",FALSE,"None"
"LAG-3",0.628662039291832,0.176266087729127,"Late",FALSE,"None"
"Factor XIII",-0.245942040360049,0.178183091416486,"Late",FALSE,"None"
"PD-1",-0.939255687890922,0.211251501419333,"Late",FALSE,"None"
"Myoglobin",0.470942408370966,0.227495089147887,"Late",FALSE,"None"
"TGF-β1",-0.446232741162573,0.425830530343939,"Late",FALSE,"None"
"IL-12p40",0.147736795635213,0.551427237661435,"Late",FALSE,"None"
"IL-8",0.203258175351202,0.601715509011438,"Late",FALSE,"None"
"ICAM-1",-0.0281429370943069,0.644730284458723,"Late",FALSE,"None"
"MIP-1α",-0.132337423538092,0.674471081155753,"Late",FALSE,"None"
