"Gene","Early.lfc","Early.padj","Late.lfc","Late.padj","Middle.lfc","Middle.padj"
"ABCB1",0.185261010404735,0.268321636163753,-0.306848679261474,0.00462460022052459,-0.223367042047908,0.0942753268312327
"ABCF1",-0.107931243225835,0.687269683416898,-0.286834807903445,0.132751314060128,0.218811428979059,0.38087788037181
"ABL1",0.132687921471819,0.290699732161282,-0.200651699537914,0.0177986963825611,-0.216799577517849,0.037058230687959
"ADA",0.0604200084766715,0.672771936268351,0.384263918198759,0.00160254614978409,-0.141953275811515,0.273715525769427
"AGER",0.10980066929539,0.380823582713298,-0.198126510472705,0.0207679150092117,-0.232929161811774,0.0291096727490085
"AHR",-0.308724705845918,0.417324785295008,-0.481507089218065,0.0779147780959522,-1.24146468312225,1.00346142900855e-05
"AICDA",0.0965988672099529,0.551087344595634,0.221572885786853,0.0906202951030579,-0.215313906060342,0.122247064548444
"AKT3",0.138279268532669,0.729322296573281,-1.36371989954256,1.71957587346133e-06,-0.329409692043425,0.347262834328955
"ALAS1",-0.147777022351241,0.523129945159297,0.399351712075164,0.0292988007686313,-0.0576595071806558,0.815974519958853
"ALOX12",0.171046023529077,0.227002268213908,-0.265263589121767,0.00430824506017884,-0.261945287730295,0.0226801158910745
"ALOX15",0.109686808382114,0.816952422668754,-1.42635475213513,7.21941045336152e-07,-0.566260145769651,0.128462573987865
"ALOX5",0.0324779147663037,0.866053677906816,0.315776718507153,0.0301266291138346,-0.252199644350129,0.098924485357637
"ANP32B",-0.308437418246049,0.33074996742194,0.206679463061109,0.361544223526493,-0.356873204418353,0.195667867810574
"APOE",0.138513149257905,0.843319226478103,-0.331354176215932,0.461357497654793,-0.61664197943009,0.260586459491709
"APP",-0.451735421456977,0.114631717879709,0.276473936835741,0.167196622912312,0.198108677094917,0.432921404509773
"AREG",0.0970458822686915,0.655718365976414,0.815415900703793,0.000109352785314245,-0.214866891001602,0.255472811088859
"ARG1",0.0970458822686915,0.642751808166526,0.560910634858415,0.00284075202483989,-0.214866891001602,0.24084657325713
"ARG2",-0.537037984098919,0.189097287988355,-0.145311508164793,0.612349333418234,0.271620718528277,0.437185085739981
"ARHGDIB",-0.256836157624004,0.290180689698828,0.151285164214162,0.373934822407009,-0.353085996722241,0.0832745068583999
"ATF2",-0.264167117180335,0.338769458614638,-0.318048393970731,0.0983432917324433,-0.273150793437004,0.255434682289833
"ATG10",-0.0774504266365197,0.805097977132743,-0.685919870677861,0.000594218587214542,-0.356280976980278,0.171256306293775
"ATG12",-0.17188933667426,0.574080998323142,-0.0471793624529049,0.841084199012374,-0.171500383641682,0.545814680637284
"ATG16L1",0.175110857181504,0.274201109536522,-0.115116761594547,0.302628255730217,-0.269286810753239,0.0347596122087912
"ATG5",-0.161393439317319,0.485064225488049,-0.182251987736894,0.286903516184748,-0.0555011530924006,0.810448220701897
"ATG7",-0.586816579273767,0.0405299411681117,-0.427495296419784,0.04054438828068,0.378246478620305,0.171256306293775
"ATM",-0.393241913200827,0.362740486171026,-0.758725565555684,0.0117957571147933,-0.757841270340053,0.0398246205503908
"B2M",0.118156499205075,0.654067982190666,0.421059595073569,0.0218713093135494,0.888444110079678,8.58931067370291e-05
"BATF",0.155843253089109,0.454446441638827,1.18185470950085,1.34886232287335e-09,1.16410989364048,2.58197001402013e-06
"BATF3",0.257289727745212,0.0959614491988404,-0.00886623114591156,0.93860892945123,0.459445722804307,0.00634677203792173
"BAX",-0.342847163088866,0.308434495372351,0.327495448411975,0.161709702684316,-0.0882066505073418,0.784244954812538
"BCAP31",-0.305367272443078,0.274201109536522,-0.211350875342896,0.282640601017092,-0.0676482956485689,0.801314133315826
"BCL10",-0.112068457823534,0.841149765476273,-0.142845068801385,0.705663329886199,-0.134739120944198,0.787877379990293
"BCL2",-0.351352318169848,0.356758484620515,-0.567669541713741,0.0315923634503573,-0.122456602910027,0.732749420506693
"BCL2L1",0.297670858732253,0.531241146047043,-2.28640291142391,2.2289615751016e-10,-0.607925387041137,0.140143602668995
"BCL2L11",-0.192867909251899,0.570686889367342,-0.00248529455873925,0.995133447864196,-0.172344822430016,0.593724569561151
"BCL3",-0.324135645365375,0.324500592576434,-0.0537840987799418,0.835692864452491,0.382527140293677,0.210033431272609
"BCL6",-0.716766042118168,0.144473187976688,-0.904856311497473,0.00707251739354932,0.492716086015092,0.243805307169671
"BID",-0.103042621725621,0.729139950380254,0.62785173497578,0.00252020379607571,0.360414986758945,0.158822385744529
"BIRC2",-0.366418268838929,0.219496412604379,0.0226116406544925,0.919228574919758,0.00192584637575521,0.995528890856466
"BLNK",0.0296644092610352,0.896632965688575,-0.607256676873969,2.56458667918704e-05,-0.0032533151205234,0.990428051661171
"BST2",0.178560722029411,0.59659973070517,0.954146476190063,6.85250858899152e-05,1.82315284593292,8.21928178640231e-10
"BTK",0.0227443756537573,0.909778398109197,0.0605097781868746,0.691334205799878,0.0733980819403515,0.723911561349908
"BTLA",0.215352433021816,0.371592916065685,0.327744111161237,0.0781632229427394,-0.307613077095156,0.103156428353136
"C10orf54",-0.499150067021697,0.195708854006807,-0.0221328102542184,0.93860892945123,0.509142546608643,0.114694109727447
"C14orf166",0.106016204292713,0.679550219347937,0.434892977712337,0.0155634373945044,-0.178724023193212,0.437185085739981
"C1QA",0.243221110630332,0.310366982613914,0.537303937208387,0.00551997199458053,0.968757035682589,0.00257317821079538
"C1QB",0.358036749282951,0.132162293288545,1.2558738014686,2.03302065468923e-08,2.113607287583,1.5199739820395e-10
"C1QBP",-0.200160263829977,0.614142473914228,0.993378342177003,0.00055920392755043,-0.121986468117299,0.754022457186732
"C2",0.146282941120695,0.349385501499524,0.550060035275068,5.02308234837464e-05,0.768513101600041,0.000183754862931736
"C3",0.0970458822686915,0.411226469641903,-0.15259489841155,0.0669837187479175,-0.214866891001602,0.0344238104614181
"C3AR1",0.236006715221839,0.194358790706495,0.951701915250627,3.24603688944869e-08,0.586550648507694,0.00634677203792173
"C4A",0.0962059619746727,0.516142059071786,0.6953063040442,1.05979578614145e-06,0.824073153086951,6.25408515015516e-05
"C4B",0.129034254571102,0.421408634929466,1.13251319447911,2.05412082711538e-10,0.974925805112693,2.29974348913422e-05
"C4BPA",0.308470345593956,0.740967892032461,-0.128352391404903,0.850752746239451,-0.320783231179367,0.703966618359255
"C5",0.245439055329053,0.634845413036916,-2.18908070697394,1.16437633487099e-08,-0.307219103045691,0.516441692902193
"C5aR1",-0.492669258364556,0.242345849374515,0.545758097565774,0.0733398297892678,0.0762175756851846,0.854667131339562
"C6",0.141644656566394,0.308731910373877,-0.0939035461997531,0.348675399354314,-0.214866891001602,0.0607263888033439
"C7",0.0970458822686915,0.509705184435378,-0.00153650250744786,0.993139267561144,-0.214866891001602,0.0915722764013576
"C8B",0.136149426156583,0.274201109536522,-0.14692455707835,0.0837476189665467,-0.214866891001602,0.0361491546293429
"C9",0.294069661545026,0.114631717879709,-0.152835275692254,0.217716340577796,-0.227199092302834,0.11555261568124
"CAMP",-0.563515217632193,0.194358790706495,0.693214905880321,0.0294257262973171,0.628786650734181,0.112920087216419
"CARD9",0.143943124335753,0.403890517708482,-0.103347634873002,0.397223820953052,0.435931254075848,0.0254092424470385
"CASP1",-0.12366716148645,0.772084681702568,1.32095517709794,7.40354873229086e-06,2.1939651262603,1.03156858443154e-09
